fold_id,symbol,sector,entry_date,exit_date,entry_price,exit_price,shares,position_value,confidence,kelly_fraction,exit_reason,pnl,return_pct,was_correct
2,HINDPETRO.NS,Energy,2021-02-17,2021-03-18,124.81,124.38,480,59908.8,64,0.125,MAX_AGE,-206.73,-0.3451,False
3,ONGC.NS,Energy,2021-05-11,2021-05-14,86.44,82.67,694,59989.36,64,0.125,STOP,-2616.43,-4.3615,False
3,GAIL.NS,Energy,2021-05-11,2021-05-14,87.26,82.3,687,59947.62,64,0.125,STOP,-3404.47,-5.6791,False
3,NMDC.NS,Metals,2021-05-11,2021-05-14,37.45,35.32,1602,59994.9,64,0.125,STOP,-3413.46,-5.6896,False
3,PIDILITIND.NS,Chemicals,2021-05-11,2021-05-24,916.28,1005.46,65,59558.2,64,0.125,TARGET,5796.83,9.7331,True
3,IOC.NS,Energy,2021-05-11,2021-05-26,51.02,55.1,1176,59999.520000000004,64,0.125,TARGET,4803.49,8.0059,True
3,ICICIGI.NS,Finance,2021-05-20,2021-05-27,1474.89,1396.26,40,58995.600000000006,64,0.125,STOP,-3145.08,-5.331,False
3,IPCALAB.NS,Pharma,2021-05-20,2021-05-28,1088.29,999.0,54,58767.659999999996,64,0.125,STOP,-4821.84,-8.2049,False
3,M&M.NS,Auto,2021-05-28,2021-05-31,806.94,770.78,73,58906.62,64,0.125,STOP,-2639.56,-4.4809,False
3,OFSS.NS,IT,2021-05-11,2021-05-31,2840.72,2774.4,21,59655.119999999995,64,0.125,FOLD_END,-1392.66,-2.3345,False
3,NTPC.NS,Infrastructure,2021-05-11,2021-05-31,93.93,92.1,638,59927.340000000004,64,0.125,FOLD_END,-1168.19,-1.9493,False
3,SIEMENS.NS,Infrastructure,2021-05-11,2021-05-31,1122.24,1201.51,53,59478.72,64,0.125,FOLD_END,4201.44,7.0638,False
3,COROMANDEL.NS,Chemicals,2021-05-20,2021-05-31,768.12,763.59,77,59145.24,64,0.125,FOLD_END,-348.84,-0.5898,False
3,MPHASIS.NS,IT,2021-05-25,2021-05-31,1683.82,1741.09,35,58933.7,64,0.125,FOLD_END,2004.34,3.401,False
3,PNB.NS,Banking,2021-05-28,2021-05-31,39.2,39.34,1520,59584.00000000001,64,0.125,FOLD_END,214.27,0.3596,False
3,EICHERMOT.NS,Auto,2021-05-28,2021-05-31,2515.5,2551.44,23,57856.5,64,0.125,FOLD_END,826.73,1.4289,False
3,RELIANCE.NS,Energy,2021-05-31,2021-05-31,979.55,979.55,60,58773.0,64,0.125,FOLD_END,-0.15,-0.0003,False
4,ONGC.NS,Energy,2021-05-11,2021-05-14,86.44,82.67,694,59989.36,64,0.125,STOP,-2616.43,-4.3615,False
4,GAIL.NS,Energy,2021-05-11,2021-05-14,87.26,82.3,687,59947.62,64,0.125,STOP,-3404.47,-5.6791,False
4,NMDC.NS,Metals,2021-05-11,2021-05-14,37.45,35.32,1602,59994.9,64,0.125,STOP,-3413.46,-5.6896,False
4,PIDILITIND.NS,Chemicals,2021-05-11,2021-05-24,916.28,1005.46,65,59558.2,64,0.125,TARGET,5796.83,9.7331,True
4,IOC.NS,Energy,2021-05-11,2021-05-26,51.02,55.1,1176,59999.520000000004,64,0.125,TARGET,4803.49,8.0059,True
4,ICICIGI.NS,Finance,2021-05-20,2021-05-27,1474.89,1396.26,40,58995.600000000006,64,0.125,STOP,-3145.08,-5.331,False
4,IPCALAB.NS,Pharma,2021-05-20,2021-05-28,1088.29,999.0,54,58767.659999999996,64,0.125,STOP,-4821.84,-8.2049,False
4,M&M.NS,Auto,2021-05-28,2021-05-31,806.94,770.78,73,58906.62,64,0.125,STOP,-2639.56,-4.4809,False
4,SIEMENS.NS,Infrastructure,2021-05-11,2021-06-03,1122.24,1232.84,53,59478.72,64,0.125,TARGET,5861.9,9.8554,True
4,OFSS.NS,IT,2021-05-11,2021-06-09,2840.72,2797.97,21,59655.119999999995,64,0.125,MAX_AGE,-897.79,-1.505,False
4,NTPC.NS,Infrastructure,2021-05-11,2021-06-09,93.93,98.43,638,59927.340000000004,64,0.125,MAX_AGE,2873.17,4.7944,False
4,MPHASIS.NS,IT,2021-05-25,2021-06-15,1683.82,1845.95,35,58933.7,64,0.125,TARGET,5674.38,9.6284,True
4,COROMANDEL.NS,Chemicals,2021-05-20,2021-06-17,768.12,842.97,77,59145.24,64,0.125,TARGET,5763.79,9.7451,True
4,OFSS.NS,IT,2021-06-15,2021-06-17,2995.08,2861.2,20,59901.6,64,0.125,STOP,-2677.69,-4.4702,False
4,PNB.NS,Banking,2021-05-28,2021-06-18,39.2,37.39,1520,59584.00000000001,64,0.125,STOP,-2747.44,-4.611,False
4,GAIL.NS,Energy,2021-06-09,2021-06-18,87.53,83.57,684,59870.520000000004,64,0.125,STOP,-2707.91,-4.5229,False
4,EICHERMOT.NS,Auto,2021-05-28,2021-06-25,2515.5,2594.01,23,57856.5,64,0.125,MAX_AGE,1805.83,3.1212,False
4,RELIANCE.NS,Energy,2021-05-31,2021-06-28,979.55,949.16,60,58773.0,64,0.125,MAX_AGE,-1823.69,-3.1029,False
4,PERSISTENT.NS,IT,2021-06-28,2021-06-30,1302.72,1416.78,46,59925.12,64,0.125,TARGET,5246.65,8.7553,True
4,ONGC.NS,Energy,2021-06-03,2021-06-30,89.66,86.15,666,59713.56,64,0.125,FOLD_END,-2339.97,-3.9187,False
4,BIOCON.NS,Pharma,2021-06-09,2021-06-30,400.42,400.37,149,59662.58,64,0.125,FOLD_END,-6.99,-0.0117,False
4,TCS.NS,IT,2021-06-24,2021-06-30,2980.16,2955.56,20,59603.2,64,0.125,FOLD_END,-492.02,-0.8255,False
4,INFY.NS,IT,2021-06-24,2021-06-30,1387.41,1406.63,43,59658.630000000005,64,0.125,FOLD_END,826.35,1.3851,False
4,MARUTI.NS,Auto,2021-06-24,2021-06-30,7214.59,7203.52,8,57716.72,64,0.125,FOLD_END,-88.54,-0.1534,False
4,COROMANDEL.NS,Chemicals,2021-06-25,2021-06-30,885.67,858.56,67,59339.89,64,0.125,FOLD_END,-1816.64,-3.0614,False
4,ICICIGI.NS,Finance,2021-06-28,2021-06-30,1542.95,1512.68,38,58632.1,64,0.125,FOLD_END,-1150.16,-1.9617,False
4,PERSISTENT.NS,IT,2021-06-30,2021-06-30,1416.78,1416.78,42,59504.76,64,0.125,FOLD_END,-0.1,-0.0002,False
5,ONGC.NS,Energy,2021-05-11,2021-05-14,86.44,82.67,694,59989.36,64,0.125,STOP,-2616.43,-4.3615,False
5,GAIL.NS,Energy,2021-05-11,2021-05-14,87.26,82.3,687,59947.62,64,0.125,STOP,-3404.47,-5.6791,False
5,NMDC.NS,Metals,2021-05-11,2021-05-14,37.45,35.32,1602,59994.9,64,0.125,STOP,-3413.46,-5.6896,False
5,PIDILITIND.NS,Chemicals,2021-05-11,2021-05-24,916.28,1005.46,65,59558.2,64,0.125,TARGET,5796.83,9.7331,True
5,IOC.NS,Energy,2021-05-11,2021-05-26,51.02,55.1,1176,59999.520000000004,64,0.125,TARGET,4803.49,8.0059,True
5,ICICIGI.NS,Finance,2021-05-20,2021-05-27,1474.89,1396.26,40,58995.600000000006,64,0.125,STOP,-3145.08,-5.331,False
5,IPCALAB.NS,Pharma,2021-05-20,2021-05-28,1088.29,999.0,54,58767.659999999996,64,0.125,STOP,-4821.84,-8.2049,False
5,M&M.NS,Auto,2021-05-28,2021-05-31,806.94,770.78,73,58906.62,64,0.125,STOP,-2639.56,-4.4809,False
5,SIEMENS.NS,Infrastructure,2021-05-11,2021-06-03,1122.24,1232.84,53,59478.72,64,0.125,TARGET,5861.9,9.8554,True
5,OFSS.NS,IT,2021-05-11,2021-06-09,2840.72,2797.97,21,59655.119999999995,64,0.125,MAX_AGE,-897.79,-1.505,False
5,NTPC.NS,Infrastructure,2021-05-11,2021-06-09,93.93,98.43,638,59927.340000000004,64,0.125,MAX_AGE,2873.17,4.7944,False
5,MPHASIS.NS,IT,2021-05-25,2021-06-15,1683.82,1845.95,35,58933.7,64,0.125,TARGET,5674.38,9.6284,True
5,COROMANDEL.NS,Chemicals,2021-05-20,2021-06-17,768.12,842.97,77,59145.24,64,0.125,TARGET,5763.79,9.7451,True
5,OFSS.NS,IT,2021-06-15,2021-06-17,2995.08,2861.2,20,59901.6,64,0.125,STOP,-2677.69,-4.4702,False
5,PNB.NS,Banking,2021-05-28,2021-06-18,39.2,37.39,1520,59584.00000000001,64,0.125,STOP,-2747.44,-4.611,False
5,GAIL.NS,Energy,2021-06-09,2021-06-18,87.53,83.57,684,59870.520000000004,64,0.125,STOP,-2707.91,-4.5229,False
5,EICHERMOT.NS,Auto,2021-05-28,2021-06-25,2515.5,2594.01,23,57856.5,64,0.125,MAX_AGE,1805.83,3.1212,False
5,RELIANCE.NS,Energy,2021-05-31,2021-06-28,979.55,949.16,60,58773.0,64,0.125,MAX_AGE,-1823.69,-3.1029,False
5,PERSISTENT.NS,IT,2021-06-28,2021-06-30,1302.72,1416.78,46,59925.12,64,0.125,TARGET,5246.65,8.7553,True
5,ONGC.NS,Energy,2021-06-03,2021-07-01,89.66,86.99,666,59713.56,64,0.125,MAX_AGE,-1779.39,-2.9799,False
5,BIOCON.NS,Pharma,2021-06-09,2021-07-07,400.42,388.15,149,59662.58,64,0.125,MAX_AGE,-1828.59,-3.0649,False
5,PERSISTENT.NS,IT,2021-06-30,2021-07-07,1416.78,1356.06,42,59504.76,64,0.125,STOP,-2550.29,-4.2859,False
5,TCS.NS,IT,2021-06-24,2021-07-09,2980.16,2834.01,20,59603.2,64,0.125,STOP,-2923.08,-4.9042,False
5,COROMANDEL.NS,Chemicals,2021-06-25,2021-07-12,885.67,842.26,67,59339.89,64,0.125,STOP,-2908.49,-4.9014,False
5,ICICIGI.NS,Finance,2021-06-28,2021-07-14,1542.95,1478.56,38,58632.1,64,0.125,STOP,-2446.9,-4.1733,False
5,OBEROIRLTY.NS,Realty,2021-07-07,2021-07-15,639.64,698.94,93,59486.52,64,0.125,TARGET,5514.62,9.2704,True
5,MARUTI.NS,Auto,2021-06-24,2021-07-19,7214.59,6867.73,8,57716.72,64,0.125,STOP,-2774.86,-4.8077,False
5,NATIONALUM.NS,Metals,2021-07-19,2021-07-20,69.65,66.71,857,59690.05,64,0.125,STOP,-2518.88,-4.2199,False
5,INFY.NS,IT,2021-06-24,2021-07-23,1387.41,1415.21,43,59658.630000000005,64,0.125,MAX_AGE,1195.57,2.004,False
5,COFORGE.NS,IT,2021-07-28,2021-07-29,893.97,974.75,66,59002.020000000004,64,0.125,TARGET,5331.52,9.0362,True
5,GODREJPROP.NS,Realty,2021-07-07,2021-07-30,1482.1,1602.35,40,59284.0,64,0.125,TARGET,4810.0,8.1135,True
5,PIDILITIND.NS,Chemicals,2021-07-05,2021-07-30,1106.62,1116.4,54,59757.479999999996,64,0.125,FOLD_END,528.0,0.8836,False
5,WIPRO.NS,IT,2021-07-15,2021-07-30,266.04,271.23,225,59859.00000000001,64,0.125,FOLD_END,1168.59,1.9522,False
5,OFSS.NS,IT,2021-07-15,2021-07-30,3270.31,3447.29,18,58865.58,64,0.125,FOLD_END,3185.72,5.4119,False
5,ALKEM.NS,Pharma,2021-07-15,2021-07-30,3166.44,3282.35,18,56995.92,64,0.125,FOLD_END,2086.33,3.6605,False
5,ITC.NS,FMCG,2021-07-15,2021-07-30,166.82,165.77,358,59721.56,64,0.125,FOLD_END,-375.18,-0.6282,False
5,NESTLEIND.NS,FMCG,2021-07-28,2021-07-30,856.61,841.41,69,59106.090000000004,64,0.125,FOLD_END,-1049.02,-1.7748,False
6,PHOENIXLTD.NS,Realty,2021-06-02,2021-06-04,400.06,434.29,149,59608.94,64,0.125,TARGET,5100.23,8.5561,True
6,BAJAJ-AUTO.NS,Auto,2021-06-01,2021-06-17,3706.88,3545.06,16,59310.08,64,0.125,STOP,-2589.14,-4.3654,False
6,TECHM.NS,IT,2021-06-02,2021-06-28,853.57,927.56,70,59749.9,64,0.125,TARGET,5179.32,8.6683,True
6,ALKEM.NS,Pharma,2021-06-01,2021-06-29,2947.94,3037.28,20,58958.8,64,0.125,MAX_AGE,1786.87,3.0307,False
6,ONGC.NS,Energy,2021-06-01,2021-06-29,86.07,87.39,697,59990.78999999999,64,0.125,MAX_AGE,920.59,1.5346,False
6,ABB.NS,Infrastructure,2021-06-01,2021-06-29,1655.77,1749.25,36,59607.72,64,0.125,MAX_AGE,3365.43,5.646,False
6,EMAMILTD.NS,FMCG,2021-06-02,2021-06-30,482.44,512.24,124,59822.56,64,0.125,MAX_AGE,3694.74,6.1762,False
6,IGL.NS,Energy,2021-06-02,2021-06-30,238.44,250.41,251,59848.44,64,0.125,MAX_AGE,3003.54,5.0186,False
6,PERSISTENT.NS,IT,2021-06-28,2021-06-30,1302.72,1416.78,46,59925.12,64,0.125,TARGET,5246.65,8.7553,True
6,NESTLEIND.NS,FMCG,2021-06-04,2021-07-02,828.3,836.62,72,59637.6,64,0.125,MAX_AGE,599.25,1.0048,False
6,PERSISTENT.NS,IT,2021-06-30,2021-07-07,1416.78,1356.06,43,60921.54,64,0.125,STOP,-2611.02,-4.2859,False
6,TCS.NS,IT,2021-06-24,2021-07-09,2980.16,2834.01,20,59603.2,64,0.125,STOP,-2923.08,-4.9042,False
6,HDFCBANK.NS,Banking,2021-07-06,2021-07-19,729.96,699.66,84,61316.64,64,0.125,STOP,-2544.97,-4.1505,False
6,EMAMILTD.NS,FMCG,2021-06-30,2021-07-20,512.24,488.42,120,61468.8,64,0.125,STOP,-2858.03,-4.6496,False
6,NATIONALUM.NS,Metals,2021-07-19,2021-07-20,69.65,66.71,877,61083.05,64,0.125,STOP,-2577.66,-4.2199,False
6,NAVINFLUOR.NS,Chemicals,2021-06-30,2021-07-28,3692.15,3467.72,16,59074.4,64,0.125,STOP,-3590.96,-6.0787,False
6,MARICO.NS,FMCG,2021-06-30,2021-07-29,499.68,496.9,123,61460.64,64,0.125,MAX_AGE,-342.14,-0.5567,False
6,COFORGE.NS,IT,2021-07-28,2021-07-29,893.97,974.75,67,59895.990000000005,64,0.125,TARGET,5412.3,9.0362,True
6,CROMPTON.NS,Consumer,2021-07-05,2021-07-30,433.07,471.18,142,61495.94,64,0.125,TARGET,5412.24,8.801,True
6,GODREJPROP.NS,Realty,2021-07-07,2021-07-30,1482.1,1602.35,41,60766.1,64,0.125,TARGET,4930.25,8.1135,True
6,PIDILITIND.NS,Chemicals,2021-07-05,2021-08-03,1106.62,1109.22,55,60864.09999999999,64,0.125,MAX_AGE,143.03,0.235,False
6,GODREJPROP.NS,Realty,2021-08-02,2021-08-06,1657.7,1582.6,37,61334.9,64,0.125,STOP,-2778.7,-4.5304,False
6,WIPRO.NS,IT,2021-07-15,2021-08-13,266.04,284.33,230,61189.200000000004,64,0.125,MAX_AGE,4206.7,6.8749,False
6,TCS.NS,IT,2021-08-03,2021-08-17,2908.14,3145.53,21,61070.939999999995,64,0.125,TARGET,4985.24,8.163,True
6,VEDL.NS,Metals,2021-08-02,2021-08-18,150.19,141.87,409,61427.71,64,0.125,STOP,-3403.29,-5.5403,False
6,NESTLEIND.NS,FMCG,2021-07-28,2021-08-20,856.61,930.22,70,59962.700000000004,64,0.125,TARGET,5152.79,8.5933,True
6,INDUSINDBK.NS,Banking,2021-08-06,2021-08-20,994.19,950.52,61,60645.590000000004,64,0.125,STOP,-2663.69,-4.3922,False
6,OFSS.NS,IT,2021-07-28,2021-08-26,3493.51,3785.64,17,59389.670000000006,64,0.125,TARGET,4966.15,8.362,True
6,SRF.NS,Chemicals,2021-08-02,2021-08-30,1773.44,1915.45,34,60296.96,64,0.125,TARGET,4828.26,8.0075,True
6,TITAN.NS,Consumer,2021-08-02,2021-08-31,1748.6,1896.71,35,61201.0,64,0.125,TARGET,5183.81,8.4701,True
6,TATACONSUM.NS,FMCG,2021-08-13,2021-08-31,781.25,836.88,78,60937.5,64,0.125,FOLD_END,4339.33,7.121,False
6,TCS.NS,IT,2021-08-17,2021-08-31,3145.53,3352.16,19,59765.07000000001,64,0.125,FOLD_END,3926.02,6.5691,False
6,APOLLOHOSP.NS,Healthcare,2021-08-18,2021-08-31,4728.99,4908.4,13,61476.869999999995,64,0.125,FOLD_END,2332.39,3.7939,False
6,BRITANNIA.NS,FMCG,2021-08-20,2021-08-31,3668.87,3764.5,16,58701.92,64,0.125,FOLD_END,1530.08,2.6065,False
6,NESTLEIND.NS,FMCG,2021-08-20,2021-08-31,930.22,925.3,66,61394.520000000004,64,0.125,FOLD_END,-324.58,-0.5287,False
6,ICICIGI.NS,Finance,2021-08-30,2021-08-31,1534.36,1543.51,40,61374.399999999994,64,0.125,FOLD_END,365.98,0.5963,False
6,RELIANCE.NS,Energy,2021-08-31,2021-08-31,1027.49,1027.49,61,62676.89,64,0.125,FOLD_END,-0.28,-0.0005,False
6,BPCL.NS,Energy,2021-08-31,2021-08-31,167.82,167.82,373,62596.86,64,0.125,FOLD_END,-0.32,-0.0005,False
7,OBEROIRLTY.NS,Realty,2021-07-07,2021-07-15,639.64,698.94,93,59486.52,64,0.125,TARGET,5514.62,9.2704,True
7,HDFCBANK.NS,Banking,2021-07-06,2021-07-19,729.96,699.66,82,59856.72,64,0.125,STOP,-2484.37,-4.1505,False
7,NATIONALUM.NS,Metals,2021-07-19,2021-07-20,69.65,66.71,864,60177.600000000006,64,0.125,STOP,-2539.46,-4.2199,False
7,PAGEIND.NS,Consumer,2021-07-07,2021-07-23,29224.75,31568.63,2,58449.5,64,0.125,TARGET,4687.77,8.0202,True
7,COFORGE.NS,IT,2021-07-28,2021-07-29,893.97,974.75,67,59895.990000000005,64,0.125,TARGET,5412.3,9.0362,True
7,CROMPTON.NS,Consumer,2021-07-05,2021-07-30,433.07,471.18,138,59763.659999999996,64,0.125,TARGET,5259.79,8.801,True
7,GODREJPROP.NS,Realty,2021-07-07,2021-07-30,1482.1,1602.35,40,59284.0,64,0.125,TARGET,4810.0,8.1135,True
7,PIDILITIND.NS,Chemicals,2021-07-05,2021-08-03,1106.62,1109.22,54,59757.479999999996,64,0.125,MAX_AGE,140.43,0.235,False
7,ALKEM.NS,Pharma,2021-07-06,2021-08-04,3150.81,3230.03,19,59865.39,64,0.125,MAX_AGE,1505.13,2.5142,False
7,GODREJCP.NS,FMCG,2021-07-06,2021-08-04,921.02,944.61,65,59866.299999999996,64,0.125,MAX_AGE,1533.19,2.561,False
7,GODREJPROP.NS,Realty,2021-08-02,2021-08-06,1657.7,1582.6,36,59677.200000000004,64,0.125,STOP,-2703.6,-4.5304,False
7,SBIN.NS,Banking,2021-08-04,2021-08-06,417.99,398.51,146,61026.54,64,0.125,STOP,-2844.13,-4.6605,False
7,WIPRO.NS,IT,2021-07-15,2021-08-13,266.04,284.33,226,60125.04000000001,64,0.125,MAX_AGE,4133.54,6.8749,False
7,TCS.NS,IT,2021-08-03,2021-08-17,2908.14,3145.53,21,61070.939999999995,64,0.125,TARGET,4985.24,8.163,True
7,VEDL.NS,Metals,2021-08-02,2021-08-18,150.19,141.87,407,61127.33,64,0.125,STOP,-3386.65,-5.5403,False
7,ICICIBANK.NS,Banking,2021-08-04,2021-08-20,693.22,660.29,88,61003.36,64,0.125,STOP,-2897.64,-4.75,False
7,INDUSINDBK.NS,Banking,2021-08-06,2021-08-20,994.19,950.52,61,60645.590000000004,64,0.125,STOP,-2663.69,-4.3922,False
7,OFSS.NS,IT,2021-07-28,2021-08-26,3493.51,3785.64,17,59389.670000000006,64,0.125,TARGET,4966.15,8.362,True
7,SRF.NS,Chemicals,2021-08-02,2021-08-30,1773.44,1915.45,34,60296.96,64,0.125,TARGET,4828.26,8.0075,True
7,TCS.NS,IT,2021-08-17,2021-09-03,3145.53,3401.39,19,59765.07000000001,64,0.125,TARGET,4861.26,8.134,True
7,TATACHEM.NS,Chemicals,2021-08-09,2021-09-07,799.72,777.75,76,60778.72,64,0.125,MAX_AGE,-1670.09,-2.7478,False
7,RELIANCE.NS,Energy,2021-08-31,2021-09-07,1027.49,1110.64,60,61649.4,64,0.125,TARGET,4988.93,8.0924,True
7,TATACONSUM.NS,FMCG,2021-08-13,2021-09-08,781.25,851.25,78,60937.5,64,0.125,TARGET,5460.04,8.9601,True
7,APOLLOHOSP.NS,Healthcare,2021-08-18,2021-09-17,4728.99,4847.86,12,56747.88,64,0.125,MAX_AGE,1426.42,2.5136,False
7,BRITANNIA.NS,FMCG,2021-08-20,2021-09-20,3668.87,3846.43,16,58701.92,64,0.125,MAX_AGE,2840.95,4.8396,False
7,NESTLEIND.NS,FMCG,2021-08-20,2021-09-20,930.22,965.93,65,60464.3,64,0.125,MAX_AGE,2321.34,3.8392,False
7,MAHLIFE.NS,Realty,2021-09-07,2021-09-21,277.58,264.97,224,62177.92,64,0.125,STOP,-2824.35,-4.5424,False
7,PERSISTENT.NS,IT,2021-09-03,2021-09-22,1662.62,1795.82,37,61516.939999999995,64,0.125,TARGET,4928.43,8.0115,True
7,IGL.NS,Energy,2021-09-07,2021-09-22,253.5,242.88,245,62107.5,64,0.125,STOP,-2603.04,-4.1912,False
7,GODREJPROP.NS,Realty,2021-09-21,2021-09-22,1723.65,1951.1,36,62051.4,64,0.125,TARGET,8188.2,13.1958,True
7,ONGC.NS,Energy,2021-09-20,2021-09-27,95.52,104.07,658,62852.159999999996,64,0.125,TARGET,5628.14,8.9546,True
7,ICICIGI.NS,Finance,2021-08-30,2021-09-28,1534.36,1512.39,40,61374.399999999994,64,0.125,MAX_AGE,-878.82,-1.4319,False
7,PERSISTENT.NS,IT,2021-09-22,2021-09-28,1795.82,1696.49,35,62853.7,64,0.125,STOP,-3476.58,-5.5312,False
7,TCS.NS,IT,2021-09-08,2021-09-30,3341.27,3342.51,18,60142.86,64,0.125,FOLD_END,22.36,0.0372,False
7,SBIN.NS,Banking,2021-09-17,2021-09-30,415.39,414.38,150,62308.5,64,0.125,FOLD_END,-151.43,-0.243,False
7,ITC.NS,FMCG,2021-09-20,2021-09-30,189.07,191.01,332,62771.24,64,0.125,FOLD_END,643.38,1.025,False
7,CANFINHOME.NS,Finance,2021-09-22,2021-09-30,628.03,659.93,100,62803.0,64,0.125,FOLD_END,3190.49,5.0802,False
7,PHOENIXLTD.NS,Realty,2021-09-23,2021-09-30,458.39,475.64,138,63257.82,64,0.125,FOLD_END,2380.43,3.7631,False
8,DABUR.NS,FMCG,2021-08-03,2021-08-04,585.49,560.56,102,59719.98,64,0.125,STOP,-2542.44,-4.2573,False
8,GODREJPROP.NS,Realty,2021-08-02,2021-08-06,1657.7,1582.6,36,59677.200000000004,64,0.125,STOP,-2703.6,-4.5304,False
8,PRESTIGE.NS,Realty,2021-08-03,2021-08-09,367.85,348.43,163,59959.55,64,0.125,STOP,-3166.24,-5.2806,False
8,TCS.NS,IT,2021-08-03,2021-08-17,2908.14,3145.53,20,58162.799999999996,64,0.125,TARGET,4747.85,8.163,True
8,HCLTECH.NS,IT,2021-08-06,2021-08-17,862.24,938.62,69,59494.56,64,0.125,TARGET,5270.04,8.858,True
8,TECHM.NS,IT,2021-08-09,2021-08-17,1109.6,1218.41,53,58808.799999999996,64,0.125,TARGET,5766.7,9.8058,True
8,VEDL.NS,Metals,2021-08-02,2021-08-18,150.19,141.87,399,59925.81,64,0.125,STOP,-3320.08,-5.5403,False
8,BRITANNIA.NS,FMCG,2021-08-03,2021-08-20,3364.93,3668.87,17,57203.81,64,0.125,TARGET,5166.96,9.0325,True
8,ICICIBANK.NS,Banking,2021-08-04,2021-08-20,693.22,660.29,86,59616.920000000006,64,0.125,STOP,-2831.78,-4.75,False
8,SRF.NS,Chemicals,2021-08-02,2021-08-30,1773.44,1915.45,33,58523.520000000004,64,0.125,TARGET,4686.25,8.0075,True
8,TITAN.NS,Consumer,2021-08-02,2021-08-31,1748.6,1896.71,34,59452.399999999994,64,0.125,TARGET,5035.71,8.4701,True
8,TCS.NS,IT,2021-08-17,2021-09-03,3145.53,3401.39,19,59765.07000000001,64,0.125,TARGET,4861.26,8.134,True
8,WIPRO.NS,IT,2021-08-17,2021-09-06,293.29,317.11,206,60417.740000000005,64,0.125,TARGET,4905.96,8.1201,True
8,RELIANCE.NS,Energy,2021-08-31,2021-09-07,1027.49,1110.64,59,60621.91,64,0.125,TARGET,4905.78,8.0924,True
8,INFY.NS,IT,2021-08-17,2021-09-16,1549.75,1514.7,39,60440.25,64,0.125,MAX_AGE,-1367.11,-2.2619,False
8,APOLLOHOSP.NS,Healthcare,2021-08-18,2021-09-17,4728.99,4847.86,12,56747.88,64,0.125,MAX_AGE,1426.42,2.5136,False
8,BRITANNIA.NS,FMCG,2021-08-20,2021-09-20,3668.87,3846.43,16,58701.92,64,0.125,MAX_AGE,2840.95,4.8396,False
8,NESTLEIND.NS,FMCG,2021-08-20,2021-09-20,930.22,965.93,64,59534.08,64,0.125,MAX_AGE,2285.63,3.8392,False
8,SBIN.NS,Banking,2021-09-16,2021-09-20,424.17,400.16,145,61504.65,64,0.125,STOP,-3482.0,-5.6614,False
8,PERSISTENT.NS,IT,2021-09-03,2021-09-22,1662.62,1795.82,36,59854.31999999999,64,0.125,TARGET,4795.23,8.0115,True
8,IGL.NS,Energy,2021-09-07,2021-09-22,253.5,242.88,243,61600.5,64,0.125,STOP,-2581.79,-4.1912,False
8,GODREJPROP.NS,Realty,2021-09-21,2021-09-22,1723.65,1951.1,35,60327.75,64,0.125,TARGET,7960.75,13.1958,True
