date,portfolio_value,fold_id
2021-01-01,1000000.0,1
2021-01-04,1000900.76,1
2021-01-05,1001105.98,1
2021-01-06,1000989.39,1
2021-01-07,1002731.86,1
2021-01-08,1002068.08,1
2021-01-11,1000029.35,1
2021-01-12,999658.93,1
2021-01-13,1002588.43,1
2021-01-14,1000495.03,1
2021-01-15,996829.5,1
2021-01-18,994611.51,1
2021-01-19,994611.51,1
2021-01-20,994611.51,1
2021-01-21,994611.51,1
2021-01-22,994611.51,1
2021-01-25,994611.51,1
2021-01-27,994611.51,1
2021-01-28,994611.51,1
2021-01-29,994611.51,1
2021-02-01,994611.51,1
2021-02-02,994611.51,1
2021-02-03,994611.51,1
2021-02-04,994611.51,1
2021-02-05,994611.51,1
2021-02-08,994611.51,1
2021-02-09,994611.51,1
2021-02-10,994611.51,1
2021-02-11,994611.51,1
2021-02-12,994611.51,1
2021-02-15,994611.51,1
2021-02-16,995681.78,1
2021-02-17,996953.24,1
2021-02-18,1001478.16,1
2021-02-19,996510.79,1
2021-02-22,991904.11,1
2021-02-23,993188.81,1
2021-02-24,993932.86,1
2021-02-25,1000817.54,1
2021-02-26,994839.71,1
2021-03-01,996124.71,1
2021-03-02,996786.3,1
2021-03-03,996480.95,1
2021-03-04,995704.86,1
2021-03-05,995030.56,1
2021-03-08,995017.84,1
2021-03-09,993758.28,1
2021-03-10,994470.75,1
2021-03-12,994559.81,1
2021-03-15,994699.77,1
2021-03-16,994636.16,1
2021-03-17,993173.04,1
2021-03-18,992600.52,1
2021-03-19,992600.52,1
2021-03-22,992600.52,1
2021-03-23,992600.52,1
2021-03-24,992600.52,1
2021-03-25,992600.52,1
2021-03-26,992600.52,1
2021-03-30,992600.52,1
2021-03-31,992600.52,1
2021-02-01,1000000.0,2
2021-02-02,1000000.0,2
2021-02-03,1000000.0,2
2021-02-04,1000000.0,2
2021-02-05,1000000.0,2
2021-02-08,1000000.0,2
2021-02-09,1000000.0,2
2021-02-10,1000000.0,2
2021-02-11,1000000.0,2
2021-02-12,1000000.0,2
2021-02-15,1000000.0,2
2021-02-16,1001078.09,2
2021-02-17,1002366.35,2
2021-02-18,1006917.53,2
2021-02-19,1001919.86,2
2021-02-22,997300.97,2
2021-02-23,998584.31,2
2021-02-24,999332.5,2
